,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,url,song_and_artist,cluster
5760,all to myself,Dan + Shay,08tq1XcHwVt5PHXUo87i0D,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,https://open.spotify.com/track/08tq1XcHwVt5PHXUo87i0D,All To Myself - Dan + Shay,3
5761,i love you,Axwell /\ Ingrosso,2GISbjz3wIJX7S4iv1XXAy,0.643,0.868,0,-4.03,1,0.15,0.3,0.0,0.119,0.71,114.895,190987,https://open.spotify.com/track/2GISbjz3wIJX7S4iv1XXAy,I Love You - Axwell /\ Ingrosso,3
5762,g.o.m.d.,J. Cole,16qYlQ6koFxYVbiJbGHblz,0.89,0.393,4,-10.821,0,0.267,0.331,8.81e-06,0.283,0.304,128.084,301133,https://open.spotify.com/track/16qYlQ6koFxYVbiJbGHblz,G.O.M.D. - J. Cole,2
5763,trap queen,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ,Trap Queen - Fetty Wap,3
5764,middle of the night,The Vamps,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,174600,https://open.spotify.com/track/74vs7PD7iG2GnWUGnb8Yuq,Middle Of The Night - The Vamps,0
5765,stronger (what doesn't kill you),Kelly Clarkson,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,https://open.spotify.com/track/6D60klaHqbCl9ySc8VcRss,Stronger (What Doesn't Kill You) - Kelly Clarkson,3
5766,that's how you know (feat. kid ink & bebe rexha),Nico & Vinz,3icbmPGKTsKAa0IinkizCM,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921,186443,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM,That's How You Know (feat. Kid Ink & Bebe Rexha) - Nico & Vinz,3
5767,invincible,Pop Smoke,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,https://open.spotify.com/track/792HwhrdO3ErRKL5yRe4Ge,Invincible - Pop Smoke,2
5768,yeah! (feat. lil jon & ludacris),Usher,5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris) - Usher,3
5769,better now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,Better Now - Post Malone,1
5770,jar of hearts,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246587,https://open.spotify.com/track/0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts - Christina Perri,6
5771,pure water (with migos),Mustard,63cd4JkwGgYJrbOizbfmsp,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,194520,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos) - Mustard,1
5772,south of the border (feat. camila cabello & cardi b),Ed Sheeran,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B) - Ed Sheeran,0
5773,legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,191840,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,Legends - Juice WRLD,1
5774,sidewalks,The Weeknd,4h90qkbnW1Qq6pBhoPvwko,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,231360,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,Sidewalks - The Weeknd,0
5775,ilysb,LANY,2btKtacOXuMtC9WjcNRvAA,0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026,211150,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA,ILYSB - LANY,3
5776,empire state of mind,JAY-Z,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind - JAY-Z,2
5777,havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,Havana - Camila Cabello,0
5778,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,you broke me first - Tate McRae,6
5779,4ever,Clairo,5mIOsPuQdXchVY0jB5NO9Q,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,159595,https://open.spotify.com/track/5mIOsPuQdXchVY0jB5NO9Q,4EVER - Clairo,0
5780,sue me,Sabrina Carpenter,3WVhkjB7Y4xFruqoCAajBb,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,https://open.spotify.com/track/3WVhkjB7Y4xFruqoCAajBb,Sue Me - Sabrina Carpenter,2
5781,highway to hell,AC/DC,2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell - AC/DC,0
5782,starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,Starboy - The Weeknd,2
5783,it's been awhile,Staind,25CMmGsl22APKhfuj4Tp7j,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,https://open.spotify.com/track/25CMmGsl22APKhfuj4Tp7j,It's Been Awhile - Staind,1
5784,lost without you,Freya Ridings,3cWI6Hj9LQ0MfMuhw9uSMc,0.386,0.136,6,-9.267,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,225853,https://open.spotify.com/track/3cWI6Hj9LQ0MfMuhw9uSMc,Lost Without You - Freya Ridings,6
5785,you shook me all night long,AC/DC,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long - AC/DC,3
5786,please me,Cardi B,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,Please Me - Cardi B,3
5787,animals,Maroon 5,3vMCg20dt8lUiPozDINUBf,0.459,0.741,4,-6.43,0,0.0495,0.000189,0.0,0.481,0.344,189.879,231013,https://open.spotify.com/track/3vMCg20dt8lUiPozDINUBf,Animals - Maroon 5,1
5788,work,Rihanna,4m6D70k5xMmCDCB19u7Bi0,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,https://open.spotify.com/track/4m6D70k5xMmCDCB19u7Bi0,Work - Rihanna,3
5789,rebel rebel - 2016 remaster,David Bowie,2EC9IJj7g0mN1Q5VrZkiYY,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,https://open.spotify.com/track/2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster - David Bowie,6
5790,midnight city,M83,36lqt57OHqk48BVFzPDEKt,0.521,0.752,11,-5.374,0,0.0369,0.0191,0.0,0.0682,0.3,105.051,243960,https://open.spotify.com/track/36lqt57OHqk48BVFzPDEKt,Midnight City - M83,0
5791,welcome to my life,Simple Plan,714Lw0m2SmCEhKSPw0Dn8J,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,https://open.spotify.com/track/714Lw0m2SmCEhKSPw0Dn8J,Welcome to My Life - Simple Plan,1
5792,cupid's chokehold / breakfast in america,Gym Class Heroes,2Lhdl74nwwVGOE2Gv35QuK,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,243773,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America - Gym Class Heroes,0
5793,let's get lost (feat. devon baldwin),G-Eazy,5DSr1NMci58MEgS20vivSL,0.671,0.672,4,-9.188,0,0.12,0.103,3.98e-05,0.074,0.186,117.96,240680,https://open.spotify.com/track/5DSr1NMci58MEgS20vivSL,Let's Get Lost (feat. Devon Baldwin) - G-Eazy,0
5794,i will never let you down,Rita Ora,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,203467,https://open.spotify.com/track/2ia7iiEtpiOL2ZVuWxBZGB,I Will Never Let You Down - Rita Ora,3
5795,easier,5 Seconds of Summer,4tNXntkAzQ5A2dfYRYGIIQ,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,Easier - 5 Seconds of Summer,2
5796,way back home (feat. conor maynard) - sam feldt edit,SHAUN,1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,192453,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit - SHAUN,3
5797,white walls (feat. schoolboy q & hollis),Macklemore & Ryan Lewis,6I3KeXBT0E9MoMqYz8srVq,0.767,0.782,7,-5.545,1,0.14,0.0541,0.0,0.338,0.827,116.491,220319,https://open.spotify.com/track/6I3KeXBT0E9MoMqYz8srVq,White Walls (feat. ScHoolboy Q & Hollis) - Macklemore & Ryan Lewis,3
5798,lose somebody,Kygo,1sgDyuLooyvEML4oHspNza,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,Lose Somebody - Kygo,3
5799,piece of your heart,MEDUZA,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart - MEDUZA,0
5800,"break up with your girlfriend, i'm bored",Ariana Grande,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored - Ariana Grande",0
5801,black skinhead,Kanye West,722tgOgdIbNe3BEyLnejw4,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,188013,https://open.spotify.com/track/722tgOgdIbNe3BEyLnejw4,Black Skinhead - Kanye West,2
5802,taking a walk,Trippie Redd,4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2,Taking A Walk - Trippie Redd,0
5803,the remedy for a broken heart (why am i so in love),XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love) - XXXTENTACION,6
5804,wasted,Tiësto,77OuOZhDxJSQLYnNIpX2AG,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,190014,https://open.spotify.com/track/77OuOZhDxJSQLYnNIpX2AG,Wasted - Tiësto,3
5805,got the life,Korn,6nJPHXRpKYv2yqtalEjKy5,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,https://open.spotify.com/track/6nJPHXRpKYv2yqtalEjKy5,Got the Life - Korn,5
5806,sin contrato (feat. fifth harmony),Maluma,09S64DUkxIX9EwIaULu6yN,0.782,0.791,11,-6.038,0,0.102,0.144,0.0,0.169,0.896,96.022,181269,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,Sin Contrato (feat. Fifth Harmony) - Maluma,0
5807,runaway,Kanye West,3DK6m7It6Pw857FcQftMds,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,Runaway - Kanye West,4
5808,unconditionally,Katy Perry,4fwbGKNExPtPHbor1TBSY4,0.397,0.725,7,-4.862,1,0.043,0.00266,0.0,0.208,0.358,128.861,228879,https://open.spotify.com/track/4fwbGKNExPtPHbor1TBSY4,Unconditionally - Katy Perry,1
5809,i'm still,Juice WRLD,19m3E0nMZobyA93AxMXC32,0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,192859,https://open.spotify.com/track/19m3E0nMZobyA93AxMXC32,I'm Still - Juice WRLD,3
5810,put your head on my shoulder,Paul Anka,7eqNATKM78MkWP6aHGXHEV,0.549,0.433,7,-8.526,1,0.0327,0.906,0.0108,0.0774,0.486,116.068,155080,https://open.spotify.com/track/7eqNATKM78MkWP6aHGXHEV,Put Your Head on My Shoulder - Paul Anka,6
5811,let's go (feat. ne-yo),Calvin Harris,4wkQmYpAaMe41Rc3sYZ7Vz,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800,https://open.spotify.com/track/4wkQmYpAaMe41Rc3sYZ7Vz,Let's Go (feat. Ne-Yo) - Calvin Harris,0
5812,bad at love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,Bad At Love - Halsey,3
5813,sex,Cheat Codes,4CGGIk81BvfCZiscwFP6t0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,228361,https://open.spotify.com/track/4CGGIk81BvfCZiscwFP6t0,Sex - Cheat Codes,1
5814,under pressure - remastered 2011,Queen,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,https://open.spotify.com/track/11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011 - Queen,3
5815,ok not to be ok,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK - Marshmello,0
5816,energy,Drake,39h7qYbmksGgxQzDH9X7Aq,0.748,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.105,181933,https://open.spotify.com/track/39h7qYbmksGgxQzDH9X7Aq,Energy - Drake,2
5817,daydream believer,The Monkees,7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,https://open.spotify.com/track/7uEcCGtM1FBBGIhPozhJjv,Daydream Believer - The Monkees,3
5818,like it is,Kygo,4dyrqiXUcK29hzrL2elqO3,0.789,0.727,1,-6.772,1,0.126,0.123,9.59e-06,0.222,0.343,104.947,183067,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3,Like It Is - Kygo,3
5819,total eclipse of the heart,Bonnie Tyler,5prTs2HAw2G4idHZyeFp8o,0.435,0.658,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,269787,https://open.spotify.com/track/5prTs2HAw2G4idHZyeFp8o,Total Eclipse of the Heart - Bonnie Tyler,1
5820,swang,Rae Sremmurd,6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,Swang - Rae Sremmurd,6
5821,enter sandman,Metallica,5BIMPccDwShpXq784RJlJp,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,https://open.spotify.com/track/5BIMPccDwShpXq784RJlJp,Enter Sandman - Metallica,0
5822,better when i'm dancin',Meghan Trainor,5k5fWendNngd89O8JKoE8L,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,https://open.spotify.com/track/5k5fWendNngd89O8JKoE8L,Better When I'm Dancin' - Meghan Trainor,3
5823,there for you,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,There for You - Martin Garrix,0
5824,up,NAV,5qbcsZMwL0x46sX7VO37Ye,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132,199520,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye,Up - NAV,0
5825,sexy and i know it,LMFAO,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,https://open.spotify.com/track/0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It - LMFAO,2
5826,act up,City Girls,3A2yGHWIzmGEIolwonU69h,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,Act Up - City Girls,2
5827,last friday night (t.g.i.f.),Katy Perry,3avYqdwHKEq8beXbeWCKqJ,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733,https://open.spotify.com/track/3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.) - Katy Perry,4
5828,4th dimension,KIDS SEE GHOSTS,6JyEh4kl9DLwmSAoNDRn5b,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b,4th Dimension - KIDS SEE GHOSTS,2
5829,fight song,Rachel Platten,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,Fight Song - Rachel Platten,1
5830,miss independent,Ne-Yo,34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,232000,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q,Miss Independent - Ne-Yo,3
5831,fire burning,Sean Kingston,2oENJa1T33GJ0w8dC167G4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,239987,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4,Fire Burning - Sean Kingston,3
5832,changes - 2015 remaster,David Bowie,0LrwgdLsFaWh9VXIjBRe8t,0.547,0.308,0,-11.75,1,0.0377,0.505,0.0,0.109,0.41,114.719,217747,https://open.spotify.com/track/0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster - David Bowie,6
5833,setting fires,The Chainsmokers,0B8B8cVRFIG1yznoQe7c9s,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039,247427,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,Setting Fires - The Chainsmokers,0
5834,because of you,Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,https://open.spotify.com/track/6CFPFnS9EcLs2I0nWqtWci,Because Of You - Ne-Yo,0
5835,september song,JP Cooper,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.941,220291,https://open.spotify.com/track/0zbzrhfVS9S2TszW3wLQZ7,September Song - JP Cooper,0
5836,take a chance on me,ABBA,6vQN2a9QSgWcm74KEZYfDL,0.685,0.685,11,-8.103,1,0.0254,0.173,0.0,0.201,0.925,106.987,243933,https://open.spotify.com/track/6vQN2a9QSgWcm74KEZYfDL,Take A Chance On Me - ABBA,3
5837,my happy ending,Avril Lavigne,6sqNctd7MlJoKDOxPVCAvU,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,242413,https://open.spotify.com/track/6sqNctd7MlJoKDOxPVCAvU,My Happy Ending - Avril Lavigne,1
5838,roll in peace (feat. xxxtentacion),Kodak Black,40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,Roll in Peace (feat. XXXTENTACION) - Kodak Black,2
5839,savior,Rise Against,3asFGFY3uLjMDmML1p0tYm,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,https://open.spotify.com/track/3asFGFY3uLjMDmML1p0tYm,Savior - Rise Against,1
5840,behind blue eyes,Limp Bizkit,1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,269973,https://open.spotify.com/track/1MTQHCpraD4S8g5PAFKzoj,Behind Blue Eyes - Limp Bizkit,6
5841,maggie may,Rod Stewart,6rovOdp3HgK1DeAMYDzoA7,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,350267,https://open.spotify.com/track/6rovOdp3HgK1DeAMYDzoA7,Maggie May - Rod Stewart,6
5842,"you've got a friend in me - from ""toy story""/soundtrack version",Randy Newman,2stkLJ0JNcXkIRDNF3ld6c,0.689,0.333,0,-12.134,0,0.0307,0.817,5.13e-06,0.285,0.471,115.835,124160,https://open.spotify.com/track/2stkLJ0JNcXkIRDNF3ld6c,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version - Randy Newman",6
5843,peanut butter jelly,Galantis,3aIhJDHxr1kgTSnutJxPTH,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,203133,https://open.spotify.com/track/3aIhJDHxr1kgTSnutJxPTH,Peanut Butter Jelly - Galantis,2
5844,collard greens,ScHoolboy Q,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,Collard Greens - ScHoolboy Q,3
5845,adam's song,blink-182,6xpDh0dXrkVp0Po1qrHUd8,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,249627,https://open.spotify.com/track/6xpDh0dXrkVp0Po1qrHUd8,Adam's Song - blink-182,1
5846,lullaby,Sigala,6Z0CSptkTKzOpownOPnK5g,0.725,0.835,5,-3.95,0,0.0362,0.0849,6.29e-06,0.0809,0.845,120.023,204253,https://open.spotify.com/track/6Z0CSptkTKzOpownOPnK5g,Lullaby - Sigala,0
5847,instagram,Dimitri Vegas & Like Mike,0U6bQIAh6MCGo1xjbIIx2S,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,Instagram - Dimitri Vegas & Like Mike,0
5848,walking on sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine - Katrina & The Waves,3
5849,everyday,Ariana Grande,6yL2kTsdVwYnGwPkKGtMd5,0.637,0.733,7,-4.413,0,0.0563,0.0149,0.0,0.162,0.431,131.004,194840,https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5,Everyday - Ariana Grande,0
5850,truly madly deeply,Savage Garden,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267,https://open.spotify.com/track/013AWvizllIUEC2FOBzOnh,Truly Madly Deeply - Savage Garden,3
5851,the trooper - 2015 remaster,Iron Maiden,1Ab3hhOw1TJWDgO10vlxNZ,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,https://open.spotify.com/track/1Ab3hhOw1TJWDgO10vlxNZ,The Trooper - 2015 Remaster - Iron Maiden,1
5852,skin,Rag'n'Bone Man,6y2Kaz9QI01XBKJ8mTb7Pf,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,239627,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf,Skin - Rag'n'Bone Man,2
5853,oops!...i did it again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again - Britney Spears,0
5854,call you mine,The Chainsmokers,2oejEp50ZzPuQTQ6v54Evp,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,217640,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp,Call You Mine - The Chainsmokers,0
5855,afire love,Ed Sheeran,12B0Twa9kRz45Xw2PgXHJm,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63e-05,0.136,0.333,97.97,314280,https://open.spotify.com/track/12B0Twa9kRz45Xw2PgXHJm,Afire Love - Ed Sheeran,6
5856,you make my dreams (come true),Daryl Hall & John Oates,4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True) - Daryl Hall & John Oates,3
5857,test drive,Joji,1DMEzmAoQIikcL52psptQL,0.646,0.648,3,-8.602,1,0.0372,0.71,0.00316,0.108,0.466,75.004,179423,https://open.spotify.com/track/1DMEzmAoQIikcL52psptQL,TEST DRIVE - Joji,6
5858,turn me on (feat. nicki minaj),David Guetta,0zlD8JjDsFUUmofqPE83Cj,0.705,0.794,8,-2.266,1,0.0593,0.0488,0.0,0.575,0.412,127.961,199680,https://open.spotify.com/track/0zlD8JjDsFUUmofqPE83Cj,Turn Me On (feat. Nicki Minaj) - David Guetta,4
5859,brothers in arms,Dire Straits,26tWBbtjvgi0tipRL2VQ2X,0.22,0.44,8,-9.456,0,0.0352,0.503,0.862,0.12,0.13,79.095,419400,https://open.spotify.com/track/26tWBbtjvgi0tipRL2VQ2X,Brothers in Arms - Dire Straits,5
